,S,K,T,r,sigma,value
20,1.4371621119554896,-1.129623389616971,0.933159808695804,0.747628438399012,-0.1576528625664934,-0.8678483531296418
21,-0.983565239943422,-0.7972133577195615,-1.5109642081752717,1.6283408883626755,0.019533491098523096,-0.018808251505988922
22,-1.9635516866479048,0.5646979625130377,-1.3254839015276583,-0.060255619481774284,-0.01516225548507861,1.5490508900002107
23,1.5467060627539426,0.944314804431363,1.1382557598343992,-1.098241814430801,-1.722869021353132,-1.8635804916852643
24,-0.9618046860771458,1.1350810595102627,0.9956879061663455,-1.1670033302640714,-0.9515073055028496,1.161011684509094
25,-0.15790197178738732,0.4282630976175341,0.6507485882031906,-1.483805189973321,1.3347242282041687,1.1722876595665506
26,-1.1782340374105693,1.286722536968059,-0.36243926883627303,0.5300118585847255,1.465397940364166,1.5523023738872888
27,-0.6974926626801105,0.5253262140484705,-1.7250361635527465,0.45617276926216893,0.41620649412379945,0.5714526263388944
28,0.13895393062889544,0.3692729030048298,-1.0435875529658716,0.6885993514311987,0.18284022128790714,-0.07752964323411456
29,-1.5999092172442364,-0.8627345456364958,-0.3680714768041132,-0.3263720965978133,-1.3955297120391217,0.5294081370450066
30,0.6366660882168276,-0.32611145002417646,-0.7011009517479448,1.5173199524553833,-1.4135845257189217,-1.8315118039739877
31,1.5833538731377435,-0.05091174550056681,1.2674113056557506,-1.5566774110355737,0.0783637954528526,0.11039431024858426
32,-0.7108253823680137,-1.763878761470612,-0.42041023802890853,0.6153056272140266,0.1939268343684535,-0.5924023879516501
33,-0.6325552789538957,-1.5195257974148935,-0.23336787367494738,-1.486680770197204,-0.8795707593354333,-0.8720362744102029
34,-0.6838151596811703,-0.4329019790563799,-1.237574682131614,-0.030792573067448474,-0.8817699764645739,-0.17001409640152904
35,1.456839195335713,0.43653199550997696,1.255984565187409,-1.077013250043375,-1.0592820227064277,-1.0277256418673577
36,1.579212281421301,0.7183146163957557,1.514363719994152,-0.19554522675239766,1.2547948854806714,1.107739264398772
37,0.27604181239363157,-0.879130055927555,0.24181752553643995,-0.5338769375907542,1.636622352435497,0.3847387295989953
38,-1.4480042834737554,-1.477142102094358,-0.9854497013870024,1.609804619387937,-1.4002639847845544,-0.026226221003347355
39,0.41280942449471997,0.9937816486183566,-0.4963006622008074,1.3215620209490306,-0.362386740374258,-0.04689576909033386
40,-0.7623659814362552,0.33888164249237096,1.244315743848717,0.829801822105824,-1.005760850817089,0.2644497098681513
41,-1.7099618500213314,-1.127049089361094,-0.16527524815858394,0.9383826365612915,-1.211759119505079,0.388629944537721
42,0.09009053591834133,-0.503691132555693,0.971635185256492,-0.8890246011506335,0.06643445284746093,0.11434379384342012
43,1.1983091401826937,0.3841571878741339,-1.4495660607873815,0.34657899713430573,0.6158136593350528,-0.8413171055513625
44,1.103198640351901,0.43419930891862574,-0.0842858659358892,-1.2426853162230551,1.46763334038553,0.8059997421118779
45,0.4020156737629271,-1.4714349893184393,1.2561761483560663,0.38451936857826546,1.313102981812038,0.05779322256621305
46,0.7390467930403116,0.7130958061494962,-0.6963434442552503,0.04036855586495899,0.6272746648845519,0.2381301384796916
47,-0.3671303667335157,1.2587315040862015,1.164994080908705,1.1866147542395677,0.31615023854720303,1.0292074070408694
48,1.3372223250060036,0.19864701324442224,0.751323504679748,-0.3509799875000303,1.316044619274907,0.792019915367559
49,-0.7700346125662255,1.6586901007618782,-0.051241783212796786,-0.126673764883643,1.6356750753096478,1.7166087031227104
50,-0.15953612348884558,-0.6447826452594968,-1.5076078971845217,-0.7645240547931804,1.55973038172809,-0.30337945288294016
51,0.8947999114431001,0.7308689584777024,1.3834349148425735,0.527843312204839,0.84916328663094,0.894370600544445
52,0.5943692386463911,1.0832553899200343,-1.2529413618853316,-0.9800209926736003,0.5368553457605068,0.09528717530033393
53,1.1324835540692852,-0.9337409356174492,-0.48429609961601433,0.7121072773450197,-0.7839969671098346,-1.6618806485498334
54,-1.095650236142828,0.40868570353078115,0.7522415006260559,-1.6065197444882953,0.8779805822619925,1.2552844127460578
55,-1.2765258552927568,-1.3800067277119066,-0.3387866648112251,0.374490636337542,0.4461140597192912,0.050419747388613205
56,-0.45191634317331536,0.738479513578139,-0.6472743280875016,-0.8007767806199007,1.0531497446976559,0.9618776872448399
57,-0.5876704719829566,-1.7206862436594657,0.4129757204293247,-0.9318773878792415,1.254504732048012,-0.00938225492365019
58,1.5512503957507175,1.4018914924843497,-0.3647302813062294,-1.6836557168984216,1.668911590184254,1.175564597004449
59,-0.6787227097862459,-0.14609532683083418,-1.4195887466770525,0.20820867208184207,1.2940941109136688,0.332462069580257
60,0.5254170053834093,-0.22514420767977777,1.4321534067049067,0.09619573498626616,-1.0716715396005723,-0.9769220160054646
61,-1.2713082016921364,0.005227569836830392,-0.5854664875532232,-1.6870754885436519,0.8475124098475527,0.9536303534919492
62,-1.0244395394707153,0.4523885304929716,-0.04725916640007496,-0.8044540844740313,-1.144292122708955,0.808274679387213
63,-0.14793067563448226,-1.2425330330092454,-0.6937679016687132,-1.5385705261275906,-0.1383954048358145,-0.7724029248133762
64,-0.03141727260957666,0.49554714034225245,0.2933389313076807,1.7140538985613951,-1.4989094288740656,-0.8193753179319194
65,-1.0069485998776309,1.0822395391420663,0.21060263796069786,0.42950946169554455,-0.22584558087660095,1.1252643219816203
66,-0.41516264552615206,-0.9145370672915106,1.063131677893095,1.2750684351958526,-1.640192877059954,-1.5012904849780124
67,1.007850370233259,1.1964623617018284,-0.8164700789923547,-0.13489266624861346,1.079599235493815,0.558028754562213
68,-1.6265289734370891,0.157937975215614,-0.08792445047944573,-1.197447243617322,0.690265273265683,1.1979146088872377
69,-1.397598208104766,1.7041598000339464,-0.26734930327537304,0.6788110599309275,0.2960069701348754,1.7095956369736591
70,0.8584414930750646,-0.6530431002826877,-1.0375381928358947,-1.557169684762649,0.37644573827931677,-0.8532387520951047
71,1.2529439219174985,-1.2720632825990108,0.34162381204819003,1.2365875458295745,0.1698670658529704,-0.8156049035372847
72,0.7760157181856125,-1.216884946568266,0.39587341444525814,1.0047233036605023,-0.4540252320930824,-1.1416324851365374
73,0.884298976559949,-0.9273601848267349,-1.251024752699661,-0.9164785499896235,1.54267160447207,-0.6079204450261207
74,1.155708043125217,0.44745593255910404,-0.5010933695559285,0.3853517347773761,0.6274430699902678,0.05331882350818954
75,0.4727536678060549,-0.6294383267559511,0.15457591857860015,-0.6919275449974156,-0.5206118782749035,-0.7624201955514315
76,-0.3794002869120377,-0.9950760376106921,1.387895610583112,1.3154250962518594,0.7336884801146327,0.1338164479868145
77,-1.557178981885765,0.04278523248312944,0.5209265514207934,-1.4177245782209948,-0.9738188330929887,1.0520711456521608
78,1.3906972207300863,-0.6780771756384133,-1.5077078044357812,-1.6442895594487146,-1.1357964366652666,-1.8653986406801724
79,1.5570253745645584,0.2470538636526664,0.33461197917430324,-0.4314202454711346,0.5782293813335211,0.24212540935211974
80,0.4258984191692074,-0.671703602517795,-0.5216387306057971,-1.305980594810254,0.07615366551285772,-0.5433360125185783
81,1.2900053647118825,1.0665670165830194,-0.1613609448634671,0.9512757458674118,-0.565998953110104,-0.5777236722935705
82,0.018587920532688703,-0.8935704360898875,0.525358777514169,1.2809516183420067,0.37742862253953974,-0.1448100662068581
83,0.8609937996096567,-1.3408690094785498,1.4567772562240024,-0.14285096463188973,1.2599484470839746,0.14172364612374685
84,-1.5702975181361638,1.3260585760720085,-1.618152403179659,0.0020789097779477365,-0.2713152150125122,1.7433212606082649
85,0.2636220426065019,1.4591823092812601,0.07082105875390987,-0.993356636715137,-0.24309650417427286,0.666876809931118
86,-0.9027890454541591,-1.5659455097942623,-0.8982133463067754,1.4211869844076022,-0.6128364141315041,-0.7211071801842064
87,-0.21280001057558007,-1.5579333542376517,1.426981388596613,0.23651695237730508,0.7983328915567889,-0.061937405966712496
88,0.9451382138414487,-1.8525296299171408,0.8068676857441469,-1.1636688190909836,1.1370814123028026,-0.23827354321164435
89,-0.4217444557903829,-0.989717963144336,-1.2820315407801133,-1.5043022960598529,-1.0133051498223944,-1.0507790592328534
90,0.9262292580268159,-0.6948382051725398,0.19147873451832276,-1.3142815190131154,-1.0732455907030731,-1.537247257290643
91,-0.5507594167213292,-0.8752620440890809,0.7254189069109435,-1.2129347093784961,1.212808584883325,0.5158763150874931
92,-1.0900815858530257,-0.12371586996584595,-0.5635298903404343,-1.4702627701301276,-1.391712588038071,0.571695754943286
93,1.3071449979526808,-1.362284664518692,0.9713100924151966,-0.1996972448437568,-1.372054915477584,-1.859667079178587
94,0.08186540229449511,1.5509967270100062,0.0011339093456964229,-1.074153823019025,-0.6917413965484441,0.5675862188634335
95,-0.141628861195324,-0.2680064477806154,-0.06084298185071973,-0.5274285888670571,-0.17178202135947324,-0.05871162126978601
96,0.9012068879365168,0.36670550940700414,-1.356143642147421,0.5071676169160838,-0.6932128789145154,-1.420446772956167
97,0.46811146603548026,-0.8488859974519211,1.327509302033403,-0.10182382604913626,-0.8565244909659646,-0.9874959414558288
98,-1.2715665097436937,0.8926298567064836,-0.9658140582854788,-0.930283626605106,-1.3280206478872725,1.3102491126623967
99,-1.4396555361841856,-0.365005828326653,1.4910010599056056,-1.3736474077919887,0.8290127493414601,0.9564042557484872
100,-0.5538596038184553,-0.9336066116055349,0.45420779873250683,-0.15668729675470036,-0.8490038968038108,-0.5103090981263341
101,1.0109160833211333,-0.46932495232647176,0.7306668062865977,1.094148339179422,0.08733291553608177,-0.3297532030983987
102,-0.6984255412262582,0.24533679945676312,0.8362805925041512,-1.4035454257915796,1.3450723942267249,1.1825488438541942
103,0.7774819090397876,0.1686975843087125,1.250921253982944,-0.7720148698097478,0.4002058181693879,0.5338444596870267
104,1.526469733463971,0.2969794344606794,1.4329508028505227,0.4584534186494846,-1.0535638334630577,-1.2256109496339318
105,-0.5468448981700087,0.9092451214644497,-0.2020555450499789,0.8269224746185229,-0.6924909205636427,0.5638817582550867
106,-1.9049528580859132,0.6792220126647303,1.4539197499702305,0.4744233469624535,-1.032861230675721,1.322427485857863
107,-0.02499360895118995,-0.09988252750988716,-0.06807463285275034,-1.372601463056853,-1.3583844100684175,-0.8427657128552656
108,1.288414074715456,0.9254384424102622,1.5233929535294604,0.9115232386242181,-1.8055345319809906,-1.8654017899147284
109,-1.4065915438486931,-1.1154257595626678,0.9917742389090239,1.2135119453985619,1.0396884706529954,0.338156522832851
110,0.1253808237023625,-0.1823959583188017,0.42990728102441395,-1.4688497925686754,1.009778039117128,0.6565971095472064
111,1.4536832597366212,-0.25760721342442877,-1.5819310439756753,0.865617316761072,0.8699687602291598,-1.3535308735704803
112,-1.03434487065779,-0.8748669192936569,-1.3308058929920443,-0.5951666541242329,0.7918675304058789,0.12192015998292509
113,-1.1025508989728516,1.076406042283487,0.30837416057989964,0.10779573839669587,-1.1069231175107026,1.1306036760393123
114,1.3055210306327856,1.4292402704251215,-0.22989501031766182,-1.2183826398139728,0.5583584765032441,0.65563014660686
115,-1.3759219308421702,0.5984832289447557,-0.19205531329442146,0.7883508935043932,1.0323549611832794,1.227311828615033
116,1.2521337968326745,-1.6821567192157751,-1.131221039316678,0.20230943608075402,1.4789650965408982,-1.0047364106824006
117,1.502766931099237,-1.4233960718516612,0.18409102125629534,-1.1731286744001137,-0.6085264450724006,-1.5331059375272806
118,-1.4944518334086414,1.0419244619264196,-0.9250547954140811,0.1655648090908696,-1.6938091540362616,1.5046281893418652
119,0.5693535879600248,0.09881753576215041,-1.0256659635132561,-1.643137030510522,0.9542827905256589,-0.001748375991965798
120,-0.37848211598366477,-0.8157999913289585,-0.5776774516980684,-0.024953080468634942,0.38440101698682333,-0.14618763630608067
121,1.0186015683387357,0.9919557623208954,-0.8724035126550379,1.3071068129576975,-0.6506848605231472,-0.8497510838871362
122,1.268481224717732,0.1905421422756252,-0.6637051598026763,1.6879568135737255,0.17525515498158895,-0.5728817988504351
123,0.29441915537714236,0.20591948715520844,0.028840803786658178,-1.0992576498884983,-0.32296661337141347,-0.07034392111031351
124,0.6399328659684429,1.0793209484166233,1.0351845080609372,0.09918462159665915,1.2072471028326779,1.2387122864338285
125,1.3456704888141813,0.9844737895033072,1.0959919974665941,0.9633595791969782,-1.1355793446454396,-1.1057337402543772
126,0.49884304629074594,1.6779971861769465,-0.3240375171142916,-0.7982444626444374,-1.3133860634371992,-0.2504958530154321
127,1.4971225480174404,-0.19682736198711065,-1.063235379241862,0.7973198090599453,-1.2997872052067918,-1.8648907053991812
128,1.4476898355151182,1.1861278544231673,0.9819395482361208,-0.43161749988051873,-1.499641409998907,-1.6045404551656877
129,-1.4855088300026646,0.15689186275169878,-1.1883004317691714,1.4366541149997771,1.2211978368390395,1.049386137304296
130,1.226029613569808,-0.012776023881941968,0.914347577477666,-1.5399698609355679,0.09847901835877952,0.11719580674333184
131,-0.6675478679388201,0.9048517088013546,0.3628408853434006,-0.2331341046502873,-0.6182840113147167,0.7708875970807249
132,-0.529033697339361,-0.4993407020754431,-1.25143720617258,-0.8128870379211834,1.484042064196854,0.1896661498474716
133,-0.790471239156435,-1.4024114445598148,1.5418320726817043,-0.9864872918215273,1.112789890852257,0.3059271368820792
134,0.6988070433749848,-1.1825840967441448,-1.3041554871377512,-0.3314582331118609,-0.37613990958171883,-1.690458687080037
135,1.169228871608268,1.1968629314938843,1.3790910268782846,0.14665098765286674,-0.8561976687599204,-0.35825956038460255
136,-0.8468837987696001,1.196264789283677,0.8676813078816809,0.16765299251014146,0.8178935199360242,1.389994926017022
137,-0.17100809108338477,0.050251487536590055,0.27266028559588734,-0.034607711309026484,-0.8208257961297598,-0.23086704581112344
138,-1.3095621720343407,1.453392790042204,0.7896694498620894,0.25194648693431115,0.4238369350809551,1.5571573095226419
139,0.39460902648645535,1.5354130708885707,0.3402288725432215,0.9920719453063074,1.070199921272689,1.2311773029865427
140,1.4713755844762648,0.07111553403092691,0.6910278582650204,-0.7034404706535969,1.028301028490252,0.5901169029540482
141,0.8463469855177874,1.2855230249684437,-0.6608856142399377,-1.2290500156481499,1.4437769955045394,0.9691664069554752
142,1.2143545697111167,0.35454439507937674,0.9283634960699351,0.7271652018285091,0.9274112169877875,0.6315314650840946
143,-1.6781128906347418,0.7974867167058619,0.8378644060631947,-0.3360235744335663,-0.7797200573874385,1.4047361276094767
144,0.7966294041787016,-1.6833841783443417,-0.10203077890830396,-0.6015421682707288,-0.9067907814336318,-1.746771315135455
145,-0.694611707013625,-0.04155142161479718,1.49662362686251,-0.811506278509526,-0.497678223468787,0.43905001149191347
146,-0.5398408321965095,-0.6144768133172952,-0.5732666823995796,-1.0372809753140304,-0.28197558228435043,-0.1534493248649325
147,0.3579487386501852,-1.806604646179594,0.3553645335910249,0.2798776760357111,-0.5911423038405564,-1.3606481549561251
148,-0.4330660429003439,-1.472976908534295,1.451361000888464,-1.0032977212733907,-1.5900302608869137,-1.5309187811553944
149,0.4752995644031325,0.8323372963034511,-0.7765371195807925,-1.5966479393851247,-0.9706167035701206,-0.5852689851295911
150,0.17537172224707834,1.277496938573086,1.383842106476728,0.08937014170570073,0.19954813794245752,0.9911890676575883
151,0.7233284839890909,-0.7908930905602689,-1.2610282458868403,-0.33357642538767973,-0.7973467643511286,-1.7594340167762927
152,1.395836960554425,1.6906399740882805,-0.8158514941230287,0.7445965962080279,0.6400023940616554,0.3584797203565878
153,0.2954102363379501,-0.7441970362353898,-0.13310771927276915,0.26044291369161626,-1.1847304905441438,-1.498063035115369
154,-0.0016755353673459307,-0.04040291294301162,-1.503337588137004,-0.04154147850689215,-0.9719587217936072,-0.9811080047591596
155,-1.5547618313510545,0.4819445205633721,-1.066010755036956,0.011255570929812123,1.5660100300862165,1.304561435079051
156,-1.9269588205332044,-0.6525394158525445,0.5098990996167354,-0.12400447362852862,1.4314164677733687,0.8440594049766718
157,-1.6768123272512054,-1.6957214770396232,-0.4533398692689629,-1.5779721730452436,0.6217650651246682,0.17412691773821234
158,1.4025437954083408,-0.6831788542732031,0.5961032074897912,1.1120124203347337,-0.7722455408686254,-1.3906671522898182
159,-0.7139870683690457,-1.331688554810593,-0.43781379681328186,-1.2117885856202577,-1.5787412050600005,-1.0087695143019904
160,-0.4692875291417237,0.2307978245332093,1.4809976982335056,-0.41881430593506197,0.6153958866223546,0.9021553613881306
161,0.9453245460367286,1.6909064974155068,-0.2810291820076061,0.31450704602496654,-0.4630074179582447,0.028174335933594804
162,-0.36224033460652894,0.8423580199400206,-0.3131151077433036,-1.0685250547794534,1.3184696532501978,1.1678860996394906
163,1.4979580514938724,0.1268037935857093,1.201453306365923,0.9619601492298693,1.3808403326453036,0.7218210319254494
164,0.3125316996383437,-1.0436531015447614,-1.0142769111631857,0.738711876890558,1.1697299316173142,-0.46001451493631307
165,0.09450628807256296,-1.200232908136673,-0.34727382185940686,1.493994066924293,-1.3220884013670717,-1.7639178086831233
166,-0.03235150688304596,0.7007616280864446,1.239326732406749,0.7348407478995743,1.4151040957435648,1.1468281238795233
167,0.37869564345362516,0.8834820859251054,-0.08188023637164271,1.7088961630555042,-1.1448356525240417,-0.6872867615204248
168,1.4040727761747307,0.002040056527054067,0.10014293227755781,1.6733002216147583,0.26888907444872356,-0.2902004001541017
169,-1.8181759954516565,1.368288270025425,-0.34264309528499876,-0.6708183375881012,-0.15598966927477417,1.8443190883242129
170,0.10825891884715443,0.305835004178663,-0.16639319740023245,-0.10271805595154829,-0.7371768632082142,-0.30956590288899705
171,1.212013929199022,0.08224894944767337,0.4714318652149981,-0.24260709082798373,-0.28119361527864706,-0.42025692295392564
172,-1.8025373297446454,0.6990334789008646,-1.41442306107727,0.42259638905318153,-0.23869643709391855,1.5398559504230884
173,0.47287832511968625,0.013383540819519419,0.15155642988310772,0.9379363985460316,0.887528476860612,0.3928856800108845
174,0.20848239104427138,-0.15006974748080223,1.0866530142547237,1.0463974076632172,1.5409648087218346,0.7266779905546047
175,0.43033092162559733,0.8271978305974289,-0.8242568132117809,-0.8456105625246412,-1.0047540005634772,-0.6207608147629188
176,1.211411970939095,0.25794573806878374,-1.1650781953333476,1.2737277581288877,-0.6111510805364184,-1.4599009626026118
177,-0.20239183212439915,-0.291040199980401,-1.663447175615787,-0.18220917089104974,0.7718790426264176,-0.4751923623167668
178,0.9454587056396735,1.0245710346695485,-1.6144779495393151,-0.8679715827814858,1.1176490577021176,-0.39686684020725976
179,-1.6366229317938898,1.6020036996672113,-0.5838406540318664,-1.52192429884464,-1.3288640567636656,1.9176993509310438
180,0.541123990745461,-1.6094760166193296,-1.5939008993509727,-1.41218739443107,-1.3431972203104918,-1.8654021856145795
181,0.3510207109407186,0.4322712099670814,1.4554379731562324,1.3800011505053975,-0.2710808180751099,0.0871597675728047
182,1.4472659117884512,-1.4248707927071549,1.2550205430683559,0.6909649020140827,-0.1829530890676078,-0.9471706514364232
183,0.6126759676741315,0.5122415940408478,-0.3713389074384862,-0.2644680451208166,0.03690600626273957,-0.007004635082208755
184,0.07886681191621568,-0.5331233517864223,1.5379047982433318,-0.8522356372810421,0.558339945304527,0.4540062396227093
185,-0.04323581595920194,1.398031129705671,1.2749674020945914,-0.6686223136933599,0.01831819091649801,1.102294347419263
186,-0.4916759331412377,0.34979285846552427,1.3261763235906412,-0.24829657139876093,0.9212007239737002,1.0253877212655873
187,-0.2128795020076205,-0.4415364379155446,1.0900319017760294,1.0998681184658934,-0.6718218944667677,-0.39651823104750694
188,0.39325129268092546,0.6307984523063421,0.5661748102874602,-0.06587924345484109,0.247034542663765,0.5412822209048668
189,-0.3161573242234754,1.4018887802140725,-1.503789585241986,0.6402717430079143,1.3400256022009032,0.9061312704265613
190,0.992485135437375,0.1428341397552034,-1.2402276738925984,-0.3967220708981846,-0.7515578393272275,-1.5226901479040371
191,-2.10557853866914,1.3249754348320322,0.45150449531499415,-0.9539263953068307,-1.3523944120567246,1.9184430895614475
192,1.5856695850195575,0.7149836188662008,1.1843434429032587,1.442683590703515,1.3772944045035533,0.922477359402109
193,0.7228504711105864,-0.40416068028825997,-0.7926902160427689,0.02568608247218299,-0.9837087738387869,-1.5755153951950986
194,-0.347274400255529,0.07288821049588752,1.5127547289060186,0.6169124077022046,0.8118213729345213,0.7491130230866142
195,1.0925330504640098,0.2687836469581093,-0.8648991927690314,-1.0474092297637545,1.011242837613897,0.03397301740949764
196,0.2793419216380589,0.7595139903085452,-0.32425821035713426,-1.3315991388627668,-1.6610571142817565,-0.9103052503320956
197,0.33507408785781534,-1.0030620656295959,0.23273481564041715,0.626158288302759,-0.33218677346009534,-0.7919505273104025
198,1.1641673068144993,1.0186331330487244,-1.1542714484585972,-0.776851270166416,1.1469011296637783,0.18504737511597316
199,-0.8516328985776073,0.7711203670532472,-1.2822235570190814,0.04913430201898443,-1.0698639821189608,0.8599815467706122
200,0.9406179534920264,-0.9884536117158552,-0.9786703005750249,-0.7882708941794774,0.258827729673343,-1.0941655400710042
201,1.232435911579906,-1.7321889855903185,1.0291499063165823,-0.31296734443476887,1.0900489246860958,-0.22453213662883736
202,-0.7771341088594338,1.0010497638110847,-1.265708987732788,1.5602273103557793,1.484749646323059,1.0886865186952834
203,0.690507923280001,-1.2723778033265614,1.33505218569625,-0.6252830416097257,0.2037717568489289,-0.29992122569883123
204,-0.05602696981879267,-0.05567360539513755,0.21240169236202347,0.7616389581076846,1.422573498911427,0.6968220752291142
205,-0.7837946698775833,0.2129744549643419,-0.6007074915808043,-1.5431579092090488,-0.7644132464443235,0.4920507889880999
206,0.1842144085659522,-0.623596184913849,-1.564419768970224,-0.9820325818921845,1.470846219623462,-0.605142239236633
207,0.5057251730798598,0.2637494774546957,-0.07749059906587043,-0.5238967512717841,-1.423569883900535,-1.3726713231734906
208,-1.2952321333841144,1.6692626410178808,-0.6524881615047831,1.314313057461539,1.1582756022758642,1.692482479126072
209,0.3671648083194421,-1.566208815539228,0.3166450086847902,-0.7257742776506287,-0.47209969428475956,-1.1151684239139645
210,0.4891717163467217,-1.7787653159803392,0.8809672684581262,1.547108452608494,1.5871573289514542,-0.1544129190343683
211,-0.9503231493588379,-0.8792422305178252,-0.7015932313219015,1.144689702284302,1.6245083369323048,0.34240272466431226
212,-0.41350021295382294,-1.469254203954123,0.6107840353543931,-0.12498146976563135,-0.671201758938582,-0.8061792372712777
213,-0.13345304791626686,-1.463152907963917,-1.2302457288800812,-1.2016967508570227,1.1693414458062896,-0.6474186878284909
214,0.29883792081398286,-0.7801989464830972,0.33622059920582226,0.39014830537571105,-0.308248437535455,-0.6027051680127923
215,-1.5897425963319587,-0.20721371493536286,1.3721683129638207,1.3015943211365997,0.7526192441340968,0.7687189548531795
216,0.16473826382486922,-0.5394733223143428,-0.017199109895539126,-0.8888278012340878,1.0639592199701375,0.3219831488898828
217,1.3422604678462677,-0.9521645716381337,1.4660125474221555,1.2119436955445564,0.3111725823292783,-0.3182085562066283
218,-0.8758105219424555,0.3248888356269891,-0.5085634797317254,1.0257185983930919,-0.8898599412558436,0.5066774216549791
219,1.2609992152494982,1.3596587256480699,-0.3622767865611129,-0.3767309475238097,-0.799285519179512,-0.6690175790642552
220,-1.877575077959285,1.6527617093182574,1.306464661474658,-1.2146991486088026,0.8368318443686267,2.0152075962326426
221,0.6980427233696451,0.8189406613269758,1.2166089284133828,0.8530701907655589,0.9830670635914077,0.9611854747271479
222,0.9463371627107658,1.2460126822473578,-0.5215833813442068,0.574356855218973,-0.6959076514775934,-0.5205578485006176
223,-1.2006867524504121,-1.6625793655619499,0.28641651718049244,-1.3422125488895011,0.9342950728717414,0.09275687579331982
224,-2.045535412476047,-0.6228776768493712,1.5691525531477544,0.09986851443078354,1.341916381272845,0.8098237879517078
225,-0.40221717916646843,-0.6386901992972458,0.7468872495866087,-1.4626486512168237,0.3368377125053991,0.33727948023473153
226,0.4966887389625782,-1.4248476778867334,0.08078346384249648,-1.2962252811951287,-0.2558363515478967,-0.965724769864502
227,1.3944179328409994,0.1786556681732285,-0.6708898122021266,0.7490025615167253,0.6406467217071256,-0.2569253030973973
228,-0.11511039631908021,-0.1277409308990822,-1.288421448308121,1.6213396194799177,-0.015002824334379355,-0.41430449870321817
229,-0.13034115563596999,0.24138561322871532,0.3836992434663778,1.1434419038008776,-0.9608313787033289,-0.3485311138762281
230,0.8540238122044824,-0.08493084587671094,-1.7064693979859875,0.11444657516421718,-1.6943238822700721,-1.8654021856179526
231,0.32417118619608415,-0.09949977295161981,-0.6866871432258547,0.5738846047766333,-0.6843975325090176,-0.8590294979163644
232,-2.1207778161781947,1.4196377610694237,0.7573297812471472,1.1614191022150155,0.3838990097752237,1.7347751836410559
233,0.27390154569472736,-0.6313813920570985,-0.22259952331737984,-1.2283903933345957,1.1121280290785083,0.21340232056814792
234,1.0170122324715856,-0.45033276439984754,0.6776995362825442,-1.2633341441778212,0.6146312634743417,0.20746777823577878
235,-0.15015496108411533,1.1103425536979445,-1.5218576405258206,-1.3820951108721131,-0.69704235025428,0.28678057278077745
236,1.0430576145751707,-1.2631699873875277,0.718633566242447,-0.1293468929336575,1.5555203703700533,0.15358782086395592
237,-0.1765863095534917,1.4256730327986789,-0.2871708975197724,-0.22451372258312569,1.4005307173745032,1.3812124923699076
238,-1.1978026406716291,1.5977758195159684,-0.7701644395519819,-1.0951164213954994,1.4792792215177917,1.7505827897940462
239,1.0707335884203935,-0.7817745525906271,1.5314958758280064,-1.3798763127923401,-0.1975067820171758,-0.3282552938126525
